"분류","자치구","공연/행사명","날짜/시간","장소","기관명","이용대상","이용요금","출연자정보","프로그램소개","기타내용","홈페이지?주소","대표이미지","신청일","시민/기관","시작일","종료일","테마분류","위도(X좌표)","경도(Y좌표)","유무료","문화포털상세URL"
"교육/체험","구로구","[서울아트책보고] 그림이 향기를 만났을 때, 향기의 미술관: 현대미술","2024-08-27~2024-08-27","서울아트책보고 워크숍룸","서울아트책보고","성인","5,000원","","","","https://www.artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=1&cultureIdx=18044&searchCultureTypeCd=ALL&searchOperStatusCd=VALID","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=185c8943a52f4b6b8eea645b7149ae6d&thumb=Y","2024-08-14","기관","2024-08-27 00:00:00.0","2024-08-27 00:00:00.0","기타","37.4982125677913","126.867088741096","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148913&menuNo=200011"
"독주/독창회","종로구","[세종문화회관] 정서연 피아노 독주회","2024-08-27~2024-08-27","세종체임버홀","세종문화회관","7세 이상 관람 가능 (2017.8.27 출생자까지)","전석 20,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35412&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dec37052b6664bbea7351e9abd6ecdc8&thumb=Y","2024-07-25","기관","2024-08-27 00:00:00.0","2024-08-27 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148427&menuNo=200008"
"교육/체험","종로구","[세종문화회관] 2024 하반기 세종 CEO합창클럽","2024-08-26~2024-12-07","세종문화회관 세종예술아카데미 서클홀","세종문화회관","세종문화회관 후원회원이거나 추후 가입하실 분 (대나무 등급 이상 : 3백만원) 평소 성악 경험이 있거나 1년 이상 아마추어 합창단원으로 활동하신 분","1,100,000원","","","","https://www.sejongpac.or.kr/portal/academy/academyProgram/view.do?courseCd=CS102103242150000045&menuNo=200560&searchYear=2024&listType=1&pageIndex=2","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ca66e4da1ddb4e24b2ed10e7be53a81a&thumb=Y","2024-08-14","기관","2024-08-26 00:00:00.0","2024-12-07 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148926&menuNo=200011"
"축제-자연/경관","광진구","2024 대한민국 정원산업박람회","2024-08-26~2024-10-08","뚝섬한강공원 일대(서울특별시 광진구 강변북로 139)","서울시청","시민 누구나","","","","","https://festival.seoul.go.kr/garden/korea-garden-industry-expo/expo-introduction","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cd4e2313842d4d4884c41615a34a2354&thumb=Y","2024-08-27","기관","2024-08-26 00:00:00.0","2024-10-08 00:00:00.0","기타","37.5293645718995","127.073978164616","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149187&menuNo=200010"
"교육/체험","종로구","[서울생활문화센터 낙원] 2024 낙원 기획 사업 [수리수리 공작소 인테리어 소품 만들기] 9월 3차","2024-08-26~2024-09-24","서울생활문화센터 낙원 수리수리 공작소(11번)","서울생활문화센터-낙원","회차별 상이","","","","","http://www.nakwon-communityart.or.kr/bbs/edu&mode=view&no=136","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=abfcf689deb84659b82d0b6ade9c5806&thumb=Y","2024-08-23","기관","2024-08-26 00:00:00.0","2024-09-24 00:00:00.0","기타","37.5727635233966","126.987902476529","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149114&menuNo=200011"
"국악","중구","[서울남산국악당] 제30회 창무국제공연예술제","2024-08-26~2024-08-31","서울남산국악당 크라운해태홀","서울남산국악당","홈페이지 참고","전석 50,000원","","","","https://www.hanokmaeul.or.kr/g/perf/category/984/2024/8","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9479e3dadf3b49978389958987ccfdcb&thumb=Y","2024-07-25","기관","2024-08-26 00:00:00.0","2024-08-31 00:00:00.0","기타","37.55842867722703","126.99370731054663","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148417&menuNo=200008"
"클래식","종로구","[세종문화회관] 노민영, 황보 영 피아노 듀오 연주회","2024-08-26~2024-08-26","세종체임버홀","세종문화회관","7세 이상 관람 가능 (2017년생)","30,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35385&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0292ab09f5a54b1c8fc4ecdfa20d9663&thumb=Y","2024-07-19","기관","2024-08-26 00:00:00.0","2024-08-26 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148263&menuNo=200008"
"콘서트","강북구","[세종문화회관] New Artist Concert","2024-08-25~2024-08-25","꿈의숲 콘서트홀","세종문화회관","2019년생부터 관람 가능","전석 초대","","","","https://www.sejongpac.or.kr/dfac/dfacPerformance/dfacPerformance/performTicket.do?performIdx=35444&menuNo=1200007","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=226d6cc32d9a43f78f0a4ebeb66125da&thumb=Y","2024-08-20","기관","2024-08-25 00:00:00.0","2024-08-25 00:00:00.0","기타","37.6202544613023","127.044324732036","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149013&menuNo=200008"
"축제-문화/예술","종로구","[서울문화재단] 쿼드페스타 - HAEPAARY 해파리","2024-08-25~2024-08-25","서울문화재단 대학로극장 쿼드","서울문화재단","초등학생 이상 관람가","전석 50,000원","","","","https://www.quad.or.kr/product/performance/1199","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3e14739e6ab149938023d28dad34ce94&thumb=Y","2024-07-24","기관","2024-08-25 00:00:00.0","2024-08-25 00:00:00.0","기타","37.5836990003446","127.00371665858","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148410&menuNo=200010"
"국악","종로구","[서울돈화문국악당] 2024 실내악축제 [가야금앙상블 사계]","2024-08-25~2024-08-25","서울돈화문국악당","서울돈화문국악당","전체관람가","전석 20,000원","","","","https://sdtt.or.kr/user/program/2024/8/1554","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3e7ab57d28e745f5b9bcb277bb76143c&thumb=Y","2024-07-09","기관","2024-08-25 00:00:00.0","2024-08-25 00:00:00.0","기타","37.5772502822","126.9907306641","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148077&menuNo=200008"
"무용","중구","류무용단 2024 서울시 전통문화 발굴 및 계승 지원사업 선정작 [호남춤을 잇다]","2024-08-25~2024-08-25","국립극장 달오름극장","국립극장","누구나","전석 30,000원","","","","https://blog.naver.com/ryudance03","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8bc53067baa542019e8616b93186b923&thumb=Y","2024-07-19","시민","2024-08-25 00:00:00.0","2024-08-25 00:00:00.0","기타","37.5519949082942","126.999267349473","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148265&menuNo=200008"
"교육/체험","노원구","[서울시립과학관] 과학북토크: 달작한 사이언스(8월) [나노 화학]","2024-08-25~2024-08-25","서울시립과학관 사이언스홀","서울시립과학관","과학과 책을 좋아하는 중학생 이상 누구나","","","","","https://science.seoul.go.kr/program/lecture/info?menuId=46&progMstId=777","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=33018dc0df3545b4b92edfb8517142c3&thumb=Y","2024-07-29","기관","2024-08-25 00:00:00.0","2024-08-25 00:00:00.0","기타","37.6419941138165","127.07743706477","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148499&menuNo=200011"
"기타","영등포구","[영등포아트스퀘어] 퍼니스트 코미디 서커스 쇼","2024-08-25~2024-08-25","영등포아트스퀘어 스퀘어T","영등포구청","누구나","","팀 퍼니스트","서커스 코미디 공연","","https://ydpartsquare.com/%EA%B3%B5%EC%97%B0-%EC%A0%95%EB%B3%B4/view/4816786","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=919472428b2f4a45936123296b4667fe&thumb=Y","2024-07-31","기관","2024-08-25 00:00:00.0","2024-08-25 00:00:00.0","기타","37.5172332566615","126.903715993779","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148557&menuNo=200013"
"교육/체험","구로구","[서울아트책보고] 나다울 작가와 상상스위치를 켜다!","2024-08-25~2024-08-25","해보고 워크숍룸","서울아트책보고","7세-13세 (20명)","","","","","https://www.artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=1&cultureIdx=18111&searchCultureTypeCd=ALL&searchOperStatusCd=VALID","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dce70c24f1d24c30b1deb5fb49f505b6&thumb=Y","2024-08-16","기관","2024-08-25 00:00:00.0","2024-08-25 00:00:00.0","기타","37.4982125677913","126.867088741096","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148953&menuNo=200011"
"교육/체험","성동구","[성동구립도서관] 8월 영어스토리텔링 수업 (6-7세 / 8-9세)","2024-08-25~2024-08-25","성동구립도서관","성동문화재단","2016-2019년생","","","","","https://www.sdlib.or.kr/SD/edusat/list.do","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dbd3337b77dd45b0965064436e61fccb&thumb=Y","2024-07-22","기관","2024-08-25 00:00:00.0","2024-08-25 00:00:00.0","어린이/청소년 문화행사","37.559218086168","127.034933282803","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148295&menuNo=200011"
"교육/체험","동대문구","[휘경행복도서관] 2024년 8월 엄마아빠 행복 프로젝트","2024-08-25~2024-08-25","휘경행복도서관 3층 프로그램실","동대문문화재단","2018~2020년생 12명 (보호자 1인 필참)","","","","","http://ddmac.or.kr/sub02/sub03.php?type=view&uid=6630","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4f602dd6a24d4d18ae384bafa217655b&thumb=Y","2024-08-05","기관","2024-08-25 00:00:00.0","2024-08-25 00:00:00.0","기타","37.5871742821863","127.069938991404","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148646&menuNo=200011"
"교육/체험","강남구","[강남구립논현도서관] 2024년도 메이트(MATE)와 함께하는 과학, Shall We Mate? (하반기)","2024-08-24~2024-12-28","논현도서관 프로그램실","기타","초등학교 3~4학년","","","","","https://library.gangnam.go.kr/nhlib/menu/10213/program/30013/lectureDetail.do?currentPageNo=1&searchCategory=&manageCd=MB&searchStatusCd=&lectureIdx=28973","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0297d5bba573432cad3ae77d9fc30751&thumb=Y","2024-08-17","기관","2024-08-24 00:00:00.0","2024-12-28 00:00:00.0","어린이/청소년 문화행사","37.5172831299803","127.037204204847","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148970&menuNo=200011"
"교육/체험","종로구","[서울시립 미술아카이브] 인사이드 박스 - 소소한 만찬","2024-08-24~2024-09-28","서울시립 미술아카이브 배움동 2층 모두의 교실","서울시립미술관","7세~10세 (2017년~2014년 이내 출생 어린이)","","","","","https://sema.seoul.go.kr/kr/whatson/education/detail?acadmyEeNo=1309738","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a7a2a520baa24e038e8fa164fe5eb7c2&thumb=Y","2024-08-09","기관","2024-08-24 00:00:00.0","2024-09-28 00:00:00.0","어린이/청소년 문화행사","37.6078008399411","126.97190179486","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148780&menuNo=200011"
"교육/체험","종로구","[서울역사박물관] 제44기 중학생 인턴제 수강생 모집","2024-08-24~2024-09-21","서울역사박물관, 정동 일대","서울역사박물관","중학생 1~3학년","","","","","https://museum.seoul.go.kr/www/board/NR_boardView.do?q_applyState=- 전 체 -&actionMethod=&sortName=&searchVal=&actionUri=&bbsCd=1005&endDt=&categoryVal=&searchKey=&sso=ok&regPwd=N&pageType=&sortOrder=&startDt=&rssYn=&currentPage=&seq=20240807152701088&ctgCd=&showSummaryYn=N","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c1f30dbe5df14dab96627264b82bc25f&thumb=Y","2024-08-08","기관","2024-08-24 00:00:00.0","2024-09-21 00:00:00.0","어린이/청소년 문화행사","37.570507525011855","126.97052372473162","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148743&menuNo=200011"
"교육/체험","동대문구","[장안어린이도서관] 책장 위 세계여행","2024-08-24~2024-08-31","장안어린이도서관 3층","동대문문화재단","초등학생 3~6학년, 15명","","","","","http://ddmac.or.kr/sub02/sub04.php?type=view&uid=6584","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=115d5887cdbd4604b3b0800a81385747&thumb=Y","2024-07-29","기관","2024-08-24 00:00:00.0","2024-08-31 00:00:00.0","기타","37.571244986067","127.073201039917","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148485&menuNo=200011"
"교육/체험","종로구","[서울생활문화센터 낙원] 2024 낙원 기획 사업 [수리수리 공작소 인테리어 소품 만들기] 8월 2차","2024-08-24~2024-08-31","서울생활문화센터 낙원 수리수리 공작소 (11번)","서울생활문화센터-낙원","누구나","","","","","http://www.nakwon-communityart.or.kr/bbs/edu&mode=view&no=131","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9c0ab9670a0945e49d44ef80e209c5e0&thumb=Y","2024-08-23","기관","2024-08-24 00:00:00.0","2024-08-31 00:00:00.0","기타","37.5727635233966","126.987902476529","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149108&menuNo=200011"
"교육/체험","송파구","[서울시립미술관] 『오픈 에어 뮤지엄_풍납토성』 이승택, [지구야 놀자], [바람아 놀자] 워크숍 ","2024-08-24~2024-08-31","풍납토성, 풍납종합사회복지관","서울시립미술관","15세 이상","","","","","https://sema.seoul.go.kr/kr/whatson/education/detail?acadmyEeNo=1312901","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8b52328704f24ec5b7306ad68fe55be2&thumb=Y","2024-08-12","기관","2024-08-24 00:00:00.0","2024-08-31 00:00:00.0","기타","37.5396934063673","127.120628931597","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148871&menuNo=200011"
"전시/미술","성동구","[성동문화재단] 꽃말 : 꽃의언어","2024-08-24~2024-08-31","소월아트홀 1층 소원전시실","성동문화재단","누구나","","","","","https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=1122&page=1&p_kind=&s_idx=&s_keyword=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=42f5784b7d044768b2969e08c8bbb1c4&thumb=Y","2024-08-23","기관","2024-08-24 00:00:00.0","2024-08-31 00:00:00.0","기타","37.5593204","127.0360160","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149112&menuNo=200009"
"축제-문화/예술","양천구","2024 서서울호수공원 수변음악회 [올랑올랑 뮤지컬 페스타]","2024-08-24~2024-08-25","서서울호수공원 문화테크광장","서울시청","서울 시민 누구나","무료","8. 24.(토) 뮤지컬 갈라쇼 및 재즈 트리오 공연 및  - 뮤지컬 배우 정영주, 박 완, 장동혁, 조원석, 뮤지컬 앙상블, 앤디 킴 트리오  8. 25.(일) 드로잉 매직쇼 및 재즈 4중주 공연,서서울 버스킹 - 크레용용, La Petite France Quartet, 해금 이지윤, 알파카 어쿠스테이지","","","https://parks.seoul.go.kr/story/news/detailView.do?searchTp=all&searchWd=&currentPage=1&bIdx=3367","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0004d9b01740448298a6e2281a341a5d&thumb=Y","2024-07-24","기관","2024-08-24 00:00:00.0","2024-08-25 00:00:00.0","가족 문화행사","37.5273211945791","126.830491355042","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148358&menuNo=200010"
"영화","종로구","[광화문 책마당] 8월 4주차 프로그램 안내","2024-08-24~2024-08-25","광화문광장","서울도서관","시민 누구나","","","","","https://seouloutdoorlibrary.kr/user/notice/selectPageNotice.do?board_no=77&area_id=&search-filter=sj&search-keyword=&currentPage=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8c3782f66e734f2aa5c0188aad7b4c37&thumb=Y","2024-08-23","기관","2024-08-24 00:00:00.0","2024-08-25 00:00:00.0","기타","37.5718478584908","126.976168275947","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149115&menuNo=200013"
"클래식","종로구","[세종문화회관] 본 투 비 클래식 「클래식 큐레이션I - 바로크」","2024-08-24~2024-08-24","세종체임버홀","세종문화회관","2017.12.31 출생자 이상","전석 30,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35390&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=80ec2ef5ccf94efebd6a58ce9a648ca5&thumb=Y","2024-07-22","기관","2024-08-24 00:00:00.0","2024-08-24 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148304&menuNo=200008"
"축제-문화/예술","강북구","[강북문화재단] 2024 강북Festa - 생활문화페스티벌 안내(8월 24일 토요일)","2024-08-24~2024-08-24","강북문화예술회관 강북소나무홀","강북문화재단","전체관람가","","","","","https://www.gbcf.or.kr/load.asp?subPage=110.View&page=1&idx=242","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4da5d118e8f94114a8a495313df8beea&thumb=Y","2024-08-09","기관","2024-08-24 00:00:00.0","2024-08-24 00:00:00.0","기타","37.64083272514534","127.01326775323761","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148800&menuNo=200010"
"무용","성동구","[성동문화재단] 동화 발레 [프린세스 오로라]","2024-08-24~2024-08-24","소월아트홀","성동문화재단","5세 이상","전석 3만원","","","","https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=1095&page=2&p_kind=&s_idx=&s_keyword=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8723cae08e51490db5ed76adde3d3a9e&thumb=Y","2024-07-25","기관","2024-08-24 00:00:00.0","2024-08-24 00:00:00.0","기타","37.5593204","127.0360160","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148418&menuNo=200008"
"연극","성동구","[성동문화재단] 2024 성동공연예술프로젝트 두번째 작품 음악극 [모두를 위한 음악동화-Oscar]","2024-08-24~2024-08-24","성수아트홀","성동문화재단","3세 이상 관람가","전석 2만원","","","","https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=1096&page=2&p_kind=&s_idx=&s_keyword=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=de524787f8ee46dc987f68b897c820ee&thumb=Y","2024-07-30","기관","2024-08-24 00:00:00.0","2024-08-24 00:00:00.0","기타","37.5454144938","127.0469742265","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148516&menuNo=200008"
"클래식","서초구","[서초문화재단] 서리풀 작곡가 탐구 시리즈 [The Spirit of Russia, Tchaikovsky]","2024-08-24~2024-08-24","반포심산아트홀","서초문화재단","초등학생 이상","전석 20,000원","","","","https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=698","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a26edaa1d6ed40dca3e17ba4556edcb0&thumb=Y","2024-07-30","기관","2024-08-24 00:00:00.0","2024-08-24 00:00:00.0","기타","37.4988344628","126.9912424758","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148524&menuNo=200008"
"콘서트","서초구","The Jazz Serenity III (한잔의 여유 시리즈)","2024-08-24~2024-08-24","라율아트홀","기타","누구나","전석 50,000원 (wine & Cheese 제공)","Wana Hong Jazz Band / Violin 워나홍, Piano 민세정, Doublebass 전제곤, Drums 곽지웅","","와인 못드시는 분들은 음료 및 다과 제공됩니다.","https://booking.naver.com/booking/10/bizes/483638/items/6030018?startDate=2024-08-24&tr=bnm","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=85d5c785ef5d4734a0af797a232d7a66&thumb=Y","2024-07-30","시민","2024-08-24 00:00:00.0","2024-08-24 00:00:00.0","기타","37.4824452369632","127.012614908746","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148527&menuNo=200008"
"축제-문화/예술","종로구","[서울문화재단] 쿼드페스타 - Nohys 노이스 (윤상 X 이준오)","2024-08-24~2024-08-24","서울문화재단 대학로극장 쿼드","서울문화재단","초등학생 이상 관람가","전석 50,000원","","","","https://www.quad.or.kr/product/performance/1198","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=541093f135374987b975751d9349fd1f&thumb=Y","2024-07-24","기관","2024-08-24 00:00:00.0","2024-08-24 00:00:00.0","기타","37.5836990003446","127.00371665858","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148409&menuNo=200010"
"교육/체험","구로구","[서울아트책보고] 앝!북! 트레일러BOOK: 원숭이 엉덩이가 빨갛대, 왜?","2024-08-24~2024-08-24","서울아트책보고 워크숍룸","서울아트책보고","초등학교 고학년","5,000원","","","","https://www.artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=1&cultureIdx=18046&cultureTypeCdArr=EDUC&searchCultureTypeCd=&searchOperStatusCd=VALID","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2922507333f1419ea1f8eae5992ab3b0&thumb=Y","2024-08-14","기관","2024-08-24 00:00:00.0","2024-08-24 00:00:00.0","기타","37.4982125677913","126.867088741096","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148912&menuNo=200011"
"클래식","서초구","[서울문화재단] 한수진의 피아졸라사계&이어진의 반도네온 [디아트원 제8회 정기연주회]","2024-08-24~2024-08-24","예술의전당 IBK챔버홀","서울문화재단","초등학생 이상","R석 80,000원 / S석 50,000원","","","","https://www.sac.or.kr/site/main/show/show_view?SN=64426   ","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d6d0cf61f6ca4333827d55d03259fe73&thumb=Y","2024-07-09","시민","2024-08-24 00:00:00.0","2024-08-24 00:00:00.0","기타","37.4802401962069","127.014215239186","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148088&menuNo=200008"
"콘서트","서초구","[서초문화재단][2024 클래식다방 - 서리풀 아트홀] 김주엽밴드의 그루브 투나잇","2024-08-24~2024-08-24","서리풀 아트홀","서초문화재단","전체관람","전석 1만원 / 서초구민 50% 할인","","","","https://seoripulac.or.kr/modules/board/bd_view.html?no=216&id=program&mc_code=1110&or=bd_order&al=asc","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2b90dc4d5222413e820d672d6967b5cc&thumb=Y","2024-07-13","기관","2024-08-24 00:00:00.0","2024-08-24 00:00:00.0","기타","37.4831234080041","127.009978705298","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148151&menuNo=200008"
"교육/체험","구로구","[구로기적의도서관] 구로에서 나를 마주하다 [구로동 헤리티지] 박진서 작가와의 만남(8/24 14:00)","2024-08-24~2024-08-24","구로기적의도서관 2층 강당","구로구청","청소년 이상","","","","","https://lib.guro.go.kr/#/libprg/culture-lecture/detail/4243","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=342984349f9343cd9e1673d893919b73&thumb=Y","2024-08-04","기관","2024-08-24 00:00:00.0","2024-08-24 00:00:00.0","기타","37.5067351295793","126.877375885107","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148636&menuNo=200011"
"무용","관악구","[관악문화재단] 공상물리적 춤","2024-08-24~2024-08-24","관악아트홀 공연장","관악문화재단","7세 이상","30,000원","","","","https://gfac.or.kr/site/main/performance/PERFORMANCE/view/132","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f9d0d8263ac94a1baa0d98430f38fe85&thumb=Y","2024-07-18","기관","2024-08-24 00:00:00.0","2024-08-24 00:00:00.0","기타","37.4675533645757","126.944962394132","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148224&menuNo=200008"
"클래식","도봉구","[도봉문화원] 개원 30주년 축하음악회 [흐름]","2024-08-24~2024-08-24","도봉구민회관 1층 하모니홀","도봉문화원","전체관람가 (사전예약)","","","","","https://www.dobong.or.kr/main/main.php?categoryid=06&menuid=01&groupid=00&board=view&no=2876","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5c621d1f0e3e4443965402851245d510&thumb=Y","2024-07-31","시민","2024-08-24 00:00:00.0","2024-08-24 00:00:00.0","기타","37.654197803510066","127.03844201600822","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148584&menuNo=200008"
"클래식","강동구","[강동문화재단] 디토 오케스트라 정기연주회: 톡톡 클래식 「MENDELSSOHN」","2024-08-24~2024-08-24","대극장 한강","강동문화재단","8세 이상 관람가","R석 30,000원 / S석 20,000원","","","","https://www.gdfac.or.kr/product/ko/performance/258089","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c7da8ed0c98e48ddba3a94ece33a504b&thumb=Y","2024-07-19","기관","2024-08-24 00:00:00.0","2024-08-24 00:00:00.0","기타","37.5512204558342","127.157342546961","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148260&menuNo=200008"
"교육/체험","종로구","[종로문화재단] 아빠와 함께하는 독서캠프 : 독캉스! (초등 3, 4학년)","2024-08-24~2024-08-24","청운문학도서관 한옥채","종로문화재단","초등 3~4학년 및 아빠 15가족","1가족 30,000원","","","","https://www.jfac.or.kr/site/main/program/educ_all_list_view?pgIdx=2253","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e3ab32261cd24fdf80b24aa9ed72f325&thumb=Y","2024-07-31","기관","2024-08-24 00:00:00.0","2024-08-24 00:00:00.0","가족 문화행사","37.5903786043","126.965918905","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148579&menuNo=200011"
"영화","성북구","[성북문화재단 아리랑시네센터] 인디서울2024 [두 사람을 위한 식탁]","2024-08-24~2024-08-24","아리랑시네센터 아리랑인디웨이브(3층)","성북문화재단","12세 이상 관람가","무료","","","","https://cine.arirang.go.kr:8443/arirang/customer/notice.do?mode=view&articleNo=37940","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=638372f8310b4e808602ddfc69e814d9&thumb=Y","2024-08-19","기관","2024-08-24 00:00:00.0","2024-08-24 00:00:00.0","기타","37.6001190917899","127.013893650352","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148991&menuNo=200013"
"교육/체험","구로구","[구로문화재단] 2024 꿈다락 문화예술학교[나의동네, 나의 이야기]","2024-08-23~2024-11-29","구로아트밸리 소강당","구로문화재단","19세 이상 누구나","","","","","https://www.guroartsvalley.or.kr/user/bizprogram/view.do?programSeq=125","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bce00bdfac0b497680f3da5a4fa72a9a&thumb=Y","2024-07-25","기관","2024-08-23 00:00:00.0","2024-11-29 00:00:00.0","기타","37.4965584716148","126.888963884966","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148437&menuNo=200011"
